Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-94.56747	-122.3022	27.73469	0.0447306	0.0170707	0.0544236	0.00547532	0.00319939	0.00300737	0.0324686	0.125433	0.00933311	0.0761443	0.0269691	0.00447209	0.0961927	0.184709	0.1126	0.298949	0.0166589	0.0298525	0.0545245	0.100571	0.044879	0.042262	0.0289394	0.082506	0.0669891	0.0595167	0.0329916	0.0661857	0.00843393	0.462328	1.59144	0.2160592	1.783941	0.368622	0.61464	0.859119	1.16398	1.62697	2.71281	0.7216112	8.256723	0.3195606	0.0258635	0.00987038	0.031468	0.00316586	0.00184991	0.00173888	0.0187735	0.072526	0.00539646	0.0440271	0.0155937	0.00258578	0.0556192	0.1068	0.0651061	0.172854	0.00963226	0.0172609	0.0315264	0.0581508	0.0259493	0.0244362	0.0167329	0.0477055	0.0387335	0.0344129	0.0190759	0.038269	0.00487655	0.89197	0.10803	1.729488
36	-96.77748	-124.3228	27.5453	0.0304323	0.00550256	0.0764545	0.0220085	0.0492729	0.0115601	0.0429411	0.0390553	0.000961342	0.0346928	0.0788416	0.043618	0.13586	0.0323041	0.0638758	0.308227	0.0390851	0.0334129	0.0618531	0.0113965	0.0814882	0.00579657	0.0688022	0.0703334	0.0236167	0.0258182	0.00469899	0.00489317	0.0210751	0.202376	1.87739	0.09836249	1.901638	0.488446	0.705075	0.89671	1.11519	1.41829	2.04731	0.5180972	19.33295	0.1185762	0.021313	0.00385366	0.0535441	0.0154135	0.0345078	0.00809598	0.0300734	0.027352	0.000673266	0.0242967	0.0552159	0.0305475	0.095148	0.0226239	0.0447348	0.215864	0.0273728	0.0234004	0.0433182	0.00798143	0.0570694	0.00405957	0.0481849	0.0492573	0.0165397	0.0180815	0.00329089	0.00342688	0.0147597	0.950819	0.0491812	1.427878
72	-93.19916	-122.236	29.03687	0.000272211	0.0287628	0.00688798	0.00211204	0.00565213	0.000462551	0.028083	0.0977944	0.00536117	0.0660705	0.0192151	0.0362224	0.00689317	0.0160407	0.0316424	0.177979	0.0062408	0.0892915	0.0122268	0.0163537	0.0363005	0.0207777	0.00373127	0.0103445	0.0592765	0.0205926	0.0873342	0.00593673	0.0358646	1.36536	0.598104	0.9325583	1.067442	0.279993	0.537492	0.823912	1.21372	1.86049	3.57152	0.9204612	1.144638	2.511095	0.000291532	0.0308044	0.00737689	0.00226196	0.00605332	0.000495383	0.0300764	0.104736	0.00574171	0.0707603	0.020579	0.0387935	0.00738245	0.0171793	0.0338884	0.190612	0.00668378	0.0956295	0.0130947	0.0175146	0.0388772	0.0222525	0.00399611	0.0110788	0.0634841	0.0220543	0.0935333	0.00635812	0.0384103	0.533721	0.466279	0.9337233
108	-97.41354	-126.0965	28.68295	0.0088544	0.00960805	0.0019377	0.0146329	0.0502139	0.00626897	0.0771818	0.0421501	0.00858548	0.0516954	0.0410269	0.0346213	0.0240808	0.0213648	0.0254841	0.112855	0.0802385	0.0602693	0.00819757	0.0672704	0.0305944	0.03913	0.0141326	0.00303992	0.0452383	0.132611	0.10638	0.0797029	0.0163995	0.83397	1.18263	0.4027187	1.597281	0.344063	0.594315	0.850154	1.17626	1.68261	2.90645	0.7714648	3.966246	0.7756981	0.00729499	0.0079159	0.00159643	0.0120558	0.0413703	0.00516489	0.0635887	0.0347267	0.00707343	0.0425909	0.0338013	0.0285239	0.0198398	0.0176021	0.0209959	0.0929794	0.0661071	0.0496548	0.00675383	0.0554229	0.0252062	0.0322385	0.0116436	0.00250454	0.037271	0.109255	0.0876444	0.0656658	0.0135113	0.798641	0.201359	1.213766
144	-92.41898	-120.7773	28.35837	0.018405	0.00756127	0.00085609	0.0135158	0.0166211	0.012926	0.0352261	0.129067	0.0107385	0.0169201	0.0297057	0.00972806	0.00688157	0.0105786	0.0159906	0.0938244	0.0238005	0.044251	0.00202121	0.0399609	0.036486	0.0160951	0.00225633	0.0056893	0.00554939	0.0953286	0.000978389	0.00954468	0.00104404	0.253338	1.82133	0.0924101	1.90759	0.758975	0.874151	0.958906	1.04285	1.14397	1.31757	0.1994128	20.64266	0.153005	0.025866	0.0106265	0.00120313	0.0189948	0.023359	0.018166	0.049506	0.181389	0.0150917	0.0237791	0.0417478	0.0136716	0.00967122	0.0148669	0.0224728	0.131859	0.0334487	0.0621895	0.00284057	0.0561602	0.0512767	0.0226198	0.003171	0.00799562	0.007799	0.133973	0.00137501	0.0134139	0.00146727	0.953795	0.046205	0.7115516
180	-97.34294	-127.2449	29.90197	0.00841518	0.0270062	0.117329	0.0117029	0.0134303	0.0253457	0.0237447	0.0423803	0.0478188	0.0304033	0.00412022	0.0149199	0.00129557	0.0574011	0.132718	0.100305	0.0204216	0.0682732	0.00576301	0.0486293	0.0460673	0.0229186	0.0438867	0.0121835	0.0231316	0.0370472	0.0137555	0.0319725	0.0055144	0.489684	1.56135	0.4413758	1.558624	0.449078	0.676762	0.885318	1.12954	1.47762	2.22679	0.5788598	3.531286	0.3449916	0.00810788	0.02602	0.113045	0.0112756	0.0129398	0.0244201	0.0228776	0.0408327	0.0460726	0.0292931	0.00396976	0.0143751	0.00124826	0.055305	0.127872	0.0966421	0.0196759	0.0657801	0.00555257	0.0468535	0.0443851	0.0220817	0.0422841	0.0117386	0.0222869	0.0356943	0.0132531	0.030805	0.00531303	0.779312	0.220688	1.037901
216	-96.768	-126.41	29.64196	0.00381332	0.00235111	0.00813603	0.00494327	0.00197743	0.0107077	0.0060566	0.032465	0.0348387	0.0360796	0.00541872	0.00138093	0.0316462	0.008187	0.0741866	0.00708629	0.00803743	0.029711	0.00634868	0.020891	0.023054	0.00560382	0.00919949	0.00222106	0.0428104	0.0243628	0.011119	0.00702777	0.0141816	0.973801	1.02882	0.9484565	1.051543	0.113116	0.345463	0.717778	1.39319	2.89466	8.84045	1.575811	1.108689	1.041176	0.00804766	0.00496179	0.0171703	0.0104323	0.00417318	0.0225975	0.0127819	0.0685143	0.0735239	0.0761427	0.0114357	0.00291433	0.0667864	0.0172779	0.156564	0.0149549	0.0169622	0.0627023	0.0133983	0.0440885	0.0486533	0.0118263	0.0194147	0.00468735	0.0903473	0.0514153	0.0234656	0.0148314	0.0299289	0.525772	0.474228	0.4738427
252	-101.836	-128.022	26.18603	0.000795608	0.00158198	0.000406	0.000121553	0.00352779	0.00119936	0.00122312	0.00620187	0.00574567	0.00552445	0.000974748	0.00181542	0.00221211	0.00970903	0.00667794	0.0126769	0.00312565	0.00154084	0.000981478	0.00511729	0.00050731	0.00239884	0.00143932	0.00127908	0.00126532	0.00261748	0.00170534	0.00199242	0.000131305	1.05673	0.937598	0.2867333	1.713267	0.0802983	0.292296	0.681313	1.46775	3.42119	12.4536	1.823585	5.975122	1.239766	0.00941601	0.0187227	0.004805	0.00143858	0.0417514	0.0141944	0.0144756	0.0733991	0.068	0.0653819	0.0115361	0.0214855	0.0261803	0.114906	0.0790333	0.150031	0.0369921	0.0182359	0.0116158	0.0605632	0.00600401	0.0283903	0.0170343	0.0151379	0.014975	0.0309778	0.0201827	0.0235802	0.001554	0.856633	0.143367	0.08449517
288	-95.29599	-122.5328	27.23683	0.0126323	0.0015396	0.00147166	0.00287263	0.00229911	0.00531026	0.0309738	0.0369985	0.000673537	0.0015844	0.0149495	0.00590492	0.00301647	0.0240615	0.0201158	0.0117541	0.00143087	0.00549202	0.000366162	0.00174408	0.0107395	0.00322324	0.00473801	0.00625562	0.00512145	0.0178216	0.0151307	0.00297058	0.0190399	0.397256	1.66302	0.1126305	1.887369	0.171996	0.4238	0.765035	1.30713	2.3596	5.81408	1.272805	16.75718	0.2627642	0.0467462	0.00569732	0.00544593	0.0106303	0.00850793	0.0196508	0.114619	0.136914	0.00249244	0.0058631	0.0553211	0.0218513	0.0111625	0.0890401	0.074439	0.0434962	0.00529498	0.0203234	0.00135499	0.00645403	0.0397418	0.0119277	0.0175331	0.0231491	0.0189521	0.0659495	0.0559917	0.0109927	0.0704575	0.943685	0.0563153	0.2702318
324	-97.77217	-126.6028	28.8306	0.000723011	0.0233099	0.00261363	0.0161448	0.00359917	0.0129202	0.0700982	0.00579652	0.0419741	0.0857104	0.0394368	0.0203842	0.0382651	0.0670237	0.0190922	0.287718	0.0350649	0.012249	0.0393447	0.067773	0.00731197	0.0704454	0.00333056	0.0316636	0.0156388	0.0229482	0.0166388	0.000480318	0.0144498	0.659203	1.37488	0.2486532	1.751347	0.649204	0.810024	0.936382	1.06794	1.23453	1.54035	0.3123714	7.043332	0.5274098	0.000674357	0.0217413	0.00243775	0.0150583	0.00335697	0.0120508	0.065381	0.00540645	0.0391495	0.0799427	0.036783	0.0190125	0.0356901	0.0625134	0.0178074	0.268356	0.0327052	0.0114247	0.036697	0.0632124	0.00681992	0.0657049	0.00310643	0.0295329	0.0145864	0.0214039	0.0155191	0.000447996	0.0134774	0.875673	0.124327	1.072149
